Course Number,Course Title,Subject,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,,,,
STDABRD 381,"CGIS: Advanced Italian Language in Bologna, Italy",STDABRD,Study Abroad,Advanced Italian Language,Bologna Study Abroad,University of Bologna,Language and Culture Integration,,,,
STDABRD 382,"CGIS: Humanities and Social Sciences in Sorrento, Italy",STDABRD,Study Abroad,Humanities,Social Sciences,"Sorrento, Italy",Local Instructors,Multidisciplinary Courses,,,
STDABRD 400,"CGIS: Psychology, Social Sciences, and Humanities in Amsterdam, the Netherlands",STDABRD,Study Abroad,Psychology,Social Sciences,Humanities,Amsterdam Study Abroad,,,,
STDABRD 401,"CGIS: Study Abroad in Scandinavia (DIS) in Copenhagen, Denmark",STDABRD,Study Abroad,Scandinavia Study Abroad,Danish Institute for Study Abroad,Copenhagen Electives,English-Taught Courses,,,,
STDABRD 405,"CGIS: Brazilian Studies and Portuguese Language in Sao Paulo, Brazil",STDABRD,Study Abroad,Brazilian Studies,Portuguese Language,Sao Paulo Electives,CET Faculty,,,,
STDABRD 407,"CGIS: Climate Change and the Artic in Isafjorour, Iceland",STDABRD,Study Abroad,Climate Change,Arctic Studies,Iceland Research,Environmental Ethics,,,,
STDABRD 430,"CGIS: Banking, Finance, and Social Responsibility in Nyon, Switzerland",STDABRD,Study Abroad,Banking and Finance,Social Responsibility,Swiss Study Abroad,French Language,,,,
STDABRD 432,"CGIS: Global Health and Development Policy in Nyon, Switzerland",STDABRD,Study Abroad,Global Health,Development Policy,Swiss Study Abroad,French Language,,,,
STDABRD 433,"CGIS: International Studies and Multilateral Diplomacy in Geneva, Switzerland",STDABRD,Study Abroad,International Studies,Diplomacy,Multilateral Diplomacy,Geneva Study Abroad,French Language,,,
STDABRD 437,"CGIS: Wildlife and Ecology in Kimana, Kenya",STDABRD,Study Abroad,Wildlife Ecology,Kenya Conservation,Great Rift Valley,Climate Change Research,,,,
STDABRD 439,CGIS: IHP Health and Community (Multi-country),STDABRD,Study Abroad,Health and Community,Multi-country Program,International Health,Community Well-being,,,,
STDABRD 440,CGIS: University Study in Ireland - University College Dublin,STDABRD,Study Abroad,Ireland Study Abroad,University College Dublin,Arcadia University,English-Taught Courses,,,,
STDABRD 442,"CGIS: Dublin Parliamentary Internship in Dublin, Ireland",STDABRD,Study Abroad,Parliamentary Internship,Ireland Politics,Irish History,Arcadia University,,,,
STDABRD 446,"CGIS: Africa in the 21st Century in Accra, Ghana",STDABRD,Study Abroad,Africa Studies,Ghana 21st Century,"Accra, Ghana",SIT Study Abroad,,,,
STDABRD 451,"CGIS: University Study in the UK - University of Oxford, Hertford College",STDABRD,Study Abroad,University of Oxford,Hertford College,Visiting Student,UM Students,UK,,,
STDABRD 453,"CGIS: Computer Science, Psychology, and Humanities in London, United Kingdom",STDABRD,Study Abroad,Computer Science,Psychology,Humanities,IFSA,"London, United Kingdom",,,
STDABRD 455,"CGIS: University Study in the UK - University of Westminster, London",STDABRD,Study Abroad,University of Westminster,Liberal Arts,Law,Media,Arts and Design,International Business,"London, United Kingdom",
STDABRD 456,CGIS: University Study in the UK - London School of Economics and Political Science,STDABRD,Study Abroad,London School of Economics and Political Science,Political Science,Economics,"London, United Kingdom",,,,
STDABRD 458,CGIS: University Study in the UK - University of St. Andrews,STDABRD,Study Abroad,University of St. Andrews,UK,Scotland,International Experience,,,,
STDABRD 460,"CGIS: Study Abroad in Scandinavia (DIS) in Stockholm, Sweden",STDABRD,Cultural Immersion,Study Abroad,Scandinavia,Stockholm,DIS Program,,,,
STDABRD 462,CGIS: University Study in Sweden - Stockholm University,STDABRD,Study Abroad,Stockholm University,Sweden,English-Taught Classes,Cultural Immersion,,,,
STDABRD 468,CGIS: University Study in Australia - University of New South Wales (Sydney),STDABRD,Study Abroad,University of New South Wales,Sydney,Australia,International Experience,,,,
STDABRD 480,CGIS: University Study in the UK - King's College London,STDABRD,Study Abroad,King's College London,University of London,UK,International Experience,,,,
STDABRD 481,CGIS: University Study in the UK - Queen Mary University in London,STDABRD,Study Abroad,Queen Mary University,London,UK,International Experience,,,,
STDABRD 483,CGIS: University Study in the UK - University College London,STDABRD,Study Abroad,University College London,UK,London,International Experience,,,,
STDABRD 486,CGIS: University Study in France - Sciences Po Paris,STDABRD,Study Abroad,Sciences Po Paris,France,French Language,Political Science,,,,
STDABRD 487,CGIS: University Study in South Africa - University of Cape Town,STDABRD,Study Abroad,University of Cape Town,Cape Town,South Africa,English-Taught Classes,,,,
STDABRD 489,CGIS: University Study in Australia - University of Melbourne,STDABRD,Study Abroad,University of Melbourne,Melbourne,Australia,International Experience,,,,
STDABRD 490,"CGIS: Health, Culture and Development in Cape Town, South Africa",STDABRD,Study Abroad,Health and Development,Cape Town,South Africa,Cultural Immersion,,,,
STDABRD 494,"CGIS: Language and Culture in Buenos Aires, Argentina",STDABRD,Study Abroad,Language and Culture,Buenos Aires,Argentina,Spanish Language,,,,
STDABRD 495,"CGIS: Psychology and Neuroscience in Buenos Aires, Argentina",STDABRD,Psychology and Neuroscience,Buenos Aires,Argentina,English-Taught Courses,International Experience,,,,
STDABRD 496,"CGIS: Advanced Spanish Language in Buenos Aires, Argentina",STDABRD,Advanced Spanish Language,Buenos Aires,Argentina,Spanish Language,Study Abroad,,,,
STS 105 / CHEM 105 / CLIMATE 105 / ENSCEN 105 / ENVIRON 105,Our Changing Atmosphere,STS,Greenhouse Effect,Atmospheric Science,Ozone Depletion,Climate Change,Urban Smog,,,,
STS 110 / ALA 119 / SI 110,Introduction to Information Studies,STS,Information Studies,Information Revolution,Cultural Issues,Computing Networks,Information Literacy,,,,
STS 209 / HISTORY 209 / INTLSTD 209 / RELIGION 209,"Death, Immortality, and Afterlife",STS,Death,Immortality,Afterlife,Human History,Anthropology,,,,
STS 220 / NURS 220 / WGS 220,Perspectives in Women's Health,STS,Women's Health,Feminist Perspective,Health Issues,Gender Health,Health Disparities,,,,
STS 237 / ENVIRON 237 / HISTORY 237,Global Environmental History,STS,Environmental History,History and Ecology,Human-Nature Interaction,Global Issues,Human Agency,,,,
STS 244 / ANTHRCUL 244,Introduction to Medical Anthropology: Systems of Health and Healing,STS,Medical Anthropology,Healing Systems,Cross-Cultural Illness,Biomedicine,Health Inequality,,,,
STS 285 / HISTORY 285 / RCSSCI 275,"Science, Technology, Medicine, and Society",STS,Science and Society,Technology Impact,Medicine and Society,Cultural Shaping,Medical Ethics,,,,
STS 330 / ENGLISH 343 / ENVIRON 320,"Environmental Journalism: Reporting About Science, Policy, and Public Health",STS,Environmental Journalism,Science Reporting,Public Health Policy,Journalistic Writing,Environmental Issues,,,,
STS 392 / CLCIV 392 / HISTORY 292,Ancient Medicine in Greece & Rome,STS,Ancient Medicine,Greco-Roman Medicine,History of Medicine,Medical Theories,Medical Ethics,,,,
STS 410 / AMCULT 410 / DIGITAL 410 / SI 410,Ethics and Information Technology,STS,Ethics and IT,Information Technology,Technology Ethics,Social Media,Emergent Philosophy,,,,
SW 305 / SOC 326,Theories and Practices for Community Action and Social Change,SW,Community Action,Social Change,Community Building,Qualitative Research,Social Justice,,,,
THEORY 140,Bmus Aural Sk I I,THEORY,Music Theory,Aural Skills,Prerequisite Courses,Musicianship,Performance Skills,,,,
THEORY 150,Bmus Wrtg Sk I I,THEORY,Music Theory,Writing Skills,Prerequisite Courses,Composition Skills,Musicianship,,,,
THEORY 212,Basic Th at Keybd,THEORY,Music Theory,Keyboarding,Prerequisite Courses,Performance Skills,Musicianship,,,,
THEORY 236,Intro Music Analysis Music Theatre Major,THEORY,Music Theory,Music Analysis,Prerequisite Courses,Musical Theatre,Composition Skills,,,,
THEORY 238,Introduction Music Analysis,THEORY,Music Theory,Music Analysis,Prerequisite Courses,Humanities,Critical Thinking,,,,
THEORY 240,Bmus Aural Sk I V,THEORY,Music Theory,Aural Skills,Prerequisite Courses,Musicianship,Performance Skills,,,,
THEORY 250,Bmus Wrtg Sk I V,THEORY,Music Theory,Writing Skills,Prerequisite Courses,Composition Skills,Musicianship,,,,
THEORY 339,Aural Skills Graduate Review,THEORY,Aural Skills,Graduate Review,Music Theory,Assessment,Independent Study,,,,
THEORY 407,Directed Indiv Stdy,THEORY,Directed Study,Individual Study,Consent Required,Instructor Permission,Independent Learning,,,,
THEORY 430,Advanced Anl Tonal Music,THEORY,Advanced Music Theory,Tonal Music,Prerequisite Courses,Music Analysis,Composition Skills,,,,
THEORY 433,Analysis of 20th-Century Modernist Music,THEORY,20th Century Music,Modernist Music,Music Analysis,Prerequisite Courses,Jazz Studies,,,,
THEORY 443,18th C Counterpoint,THEORY,Music Theory,Counterpoint,18th Century Music,Prerequisite Courses,Composition Skills,,,,
THEORY 460,Special Courses,THEORY,Special Courses,Music Theory,Prerequisite Courses,Instructor Consent,Advanced Study,,,,
THEORY 537,Proseminar in the Analysis of Music,THEORY,Music Analysis,Proseminar,Advanced Music Theory,Prerequisite Courses,Instructor Permission,,,,
THEORY 552,Project in Tonal Composition,THEORY,Tonal Composition,Composition Project,Instructor Consent,Advanced Study,Independent Learning,,,,
THEORY 560,Special Studies,THEORY,Special Studies,Music Theory,Instructor Consent,Prerequisite Courses,Advanced Study,,,,
THEORY 570,Directed Individual Study,THEORY,Directed Study,Independent Study,Instructor Consent,Department Approval,Research Project,,,,
THEORY 805,Seminar in Theory,THEORY,Seminar in Theory,Advanced Music Theory,Instructor Permission,Research Methods,Graduate Study,,,,
THEORY 807,Research Project,THEORY,Research Project,Independent Study,Instructor Consent,Department Approval,Advanced Research,,,,
THTREMUS 101,Introduction to Acting I,THTREMUS,Acting,Performance Techniques,Theatre Fundamentals,Stagecraft,Character Development,,,,
THTREMUS 110,Introduction to Acting for the Camera,THTREMUS,Acting for Camera,Filmmaking,Monologue Performance,Scene Work,Camera Techniques,,,,
THTREMUS 211,Introduction to Drama and Theatre,THTREMUS,Theatre History,Play Analysis,Dramatic Texts,Performance Context,Social Impact,,,,
THTREMUS 240,Introduction to Design,THTREMUS,Stage Design,Lighting Design,Costume Design,Scenic Design,Theatrical Vocabulary,,,,
THTREMUS 241,Directing I,THTREMUS,Directing,Stage Production,Director's Role,Performance Analysis,Rehearsal Techniques,,,,
THTREMUS 245,Introduction to Stage Management,THTREMUS,Stage Management,Production Support,Rehearsal Coordination,Crew Organization,Theatre Operations,,,,
THTREMUS 250,Introduction to Technical Theatre Practices,THTREMUS,Technical Theatre,Stagecraft,Tool Safety,Industry Practices,Production Techniques,,,,
THTREMUS 251,Production Practicum Run Crew,THTREMUS,Production Practicum,Theatre Crew,Stage Operations,Backstage Experience,Production Support,,,,
THTREMUS 252,Production Practicum Intro Prod Shop 2,THTREMUS,Production Practicum,Theatre Crew,Shop Experience,Stage Production,Production Techniques,,,,
THTREMUS 256,Lighting Design I,THTREMUS,Lighting Design,Stage Lighting,Design Techniques,Lighting Equipment,Color Theory,,,,
THTREMUS 260,Scene Design I,THTREMUS,Scene Design,Scenic Design,Stagecraft,Design Process,Stage Modeling,Lighting Control,,,
THTREMUS 261,Production Practicum,THTREMUS,Production Practicum,Theatre Crew,Backstage Experience,Stage Operations,Production Support,,,,
THTREMUS 262,Production Practicum,THTREMUS,Production Practicum,Theatre Crew,Backstage Experience,Stage Operations,Production Support,,,,
THTREMUS 271,Movement II,THTREMUS,Movement Techniques,Acting Techniques,Physical Theatre,Performance Skills,Body Awareness,,,,
THTREMUS 274,Stage Combat I,THTREMUS,Stage Combat,Physical Theatre,Combat Training,Movement Techniques,Rehearsal Skills,,,,
THTREMUS 277,History of Western Silhouettes,THTREMUS,Fashion History,Cultural Trends,Costume Design,Western Silhouettes,Designer Influence,,,,
THTREMUS 291,Voice II,THTREMUS,Voice Techniques,Voice Training,Speech Practice,Actor's Voice,Performance Skills,,,,
THTREMUS 315 / AMCULT 350,Broadway and American Culture,THTREMUS,Broadway History,Racial Representation,Theatre and Culture,Musical Theatre,American History,,,,
THTREMUS 322 / ENGLISH 444,History of Theatre II,THTREMUS,Theatre History,Western Theatre,Play Analysis,Historical Context,Performance Studies,,,,
THTREMUS 327 / ENGLISH 327,Intermediate Playwriting,THTREMUS,Playwriting,Short Plays,Play Development,Writing Process,Character Creation,,,,
THTREMUS 328 / ENGLISH 311,Theater of Politics,THTREMUS,Political Theatre,American Politics,Theatre and Politics,Play Analysis,Performance Context,,,,
THTREMUS 340,Devising Theatre,THTREMUS,Devising Theatre,Collaborative Creation,Improvisation,Theatrical Works,Play Development,,,,
THTREMUS 345,Stage Management-Plays,THTREMUS,Stage Management,Rehearsal Coordination,Production Support,Crew Management,Prompt Book,,,,
THTREMUS 351,Practicum Assisting in Stage Management or Design,THTREMUS,Stage Management,Rehearsal Support,Stage Operations,Backstage Coordination,Production Techniques,,,,
THTREMUS 352,Advanced Production Practicum,THTREMUS,Production Practicum,Stage Support,Design Assistance,Rehearsal Experience,Production Skills,,,,
